,nominal_temperature,boundary_conditions
121,4,"[8, 0, 83, 78, 10, 94, 3, 90, 20, 5, 50, 22, 0, 95, 69, 81, 25, 68, 14, 100, 87, 79, 14, 11, 38, 51, 63, 71, 42, 85, 70, 37, 10, 32, 81, 1]"
122,54,"[70, 46, 6, 26, 4, 89, 80, 29, 93, 20, 37, 74, 18, 15, 49, 55, 98, 1, 61, 98, 69, 17, 67, 90, 72, 7, 87, 20, 96, 99, 85, 40, 75, 95, 3, 54]"
123,51,"[60, 13, 95, 69, 61, 62, 94, 8, 63, 51, 33, 76, 51, 69, 24, 64, 76, 91, 73, 79, 93, 0, 42, 87, 64, 25, 87, 38, 1, 23, 21, 32, 59, 68, 22, 1]"
124,89,"[34, 41, 7, 82, 44, 48, 35, 73, 20, 30, 6, 45, 17, 35, 51, 88, 14, 65, 51, 38, 31, 30, 13, 69, 44, 93, 0, 91, 48, 43, 3, 97, 16, 35, 51, 17]"
125,59,"[1, 91, 96, 97, 70, 18, 40, 62, 65, 61, 10, 21, 47, 41, 53, 39, 63, 72, 82, 86, 66, 37, 94, 45, 64, 83, 47, 76, 28, 20, 89, 91, 97, 93, 12, 26]"
126,20,"[51, 66, 60, 56, 50, 63, 71, 9, 99, 32, 55, 77, 73, 70, 72, 61, 11, 28, 53, 23, 51, 38, 79, 95, 18, 54, 6, 62, 68, 61, 1, 73, 89, 6, 66, 14]"
127,29,"[28, 93, 76, 60, 95, 51, 17, 76, 81, 39, 32, 90, 9, 92, 38, 77, 6, 66, 77, 0, 5, 64, 33, 90, 30, 75, 67, 30, 49, 59, 90, 36, 7, 41, 54, 64]"
128,5,"[87, 28, 54, 25, 26, 44, 6, 19, 31, 47, 59, 89, 42, 63, 47, 65, 40, 62, 66, 78, 81, 30, 14, 1, 4, 63, 9, 5, 39, 14, 43, 8, 92, 80, 22, 69]"
129,32,"[73, 43, 6, 3, 31, 53, 32, 96, 52, 76, 30, 14, 52, 33, 36, 38, 91, 81, 51, 5, 26, 85, 42, 61, 43, 73, 13, 82, 48, 58, 67, 65, 59, 19, 71, 42]"
130,60,"[92, 59, 51, 80, 62, 0, 94, 27, 100, 96, 55, 94, 38, 92, 93, 91, 23, 62, 23, 91, 20, 29, 58, 20, 100, 91, 24, 47, 77, 32, 100, 95, 95, 85, 63, 85]"
131,37,"[60, 28, 65, 46, 29, 31, 22, 37, 26, 92, 70, 5, 82, 72, 69, 59, 76, 92, 4, 41, 0, 26, 67, 66, 34, 67, 43, 66, 100, 31, 66, 35, 3, 76, 75, 8]"
132,55,"[59, 37, 51, 93, 18, 66, 28, 30, 6, 68, 86, 91, 42, 70, 91, 69, 25, 1, 41, 9, 66, 41, 90, 0, 95, 87, 70, 88, 47, 19, 20, 82, 69, 17, 91, 40]"
133,21,"[17, 5, 10, 100, 28, 87, 58, 77, 55, 39, 22, 24, 25, 2, 0, 81, 43, 99, 57, 5, 49, 1, 59, 38, 68, 56, 75, 84, 99, 29, 81, 73, 64, 87, 92, 18]"
134,93,"[83, 80, 79, 48, 95, 83, 75, 21, 76, 3, 10, 100, 3, 32, 60, 46, 37, 51, 66, 13, 92, 56, 38, 64, 23, 8, 58, 50, 4, 62, 30, 52, 38, 83, 64, 21]"
135,55,"[55, 44, 4, 55, 4, 59, 75, 86, 10, 43, 51, 35, 67, 100, 81, 93, 11, 86, 9, 82, 87, 52, 45, 62, 76, 13, 49, 75, 53, 60, 74, 33, 34, 84, 40, 72]"
136,67,"[37, 43, 98, 43, 64, 91, 62, 37, 66, 79, 59, 28, 50, 37, 43, 30, 7, 60, 79, 9, 51, 24, 81, 53, 62, 16, 83, 34, 72, 68, 98, 88, 46, 38, 80, 92]"
137,67,"[45, 92, 83, 46, 87, 75, 88, 20, 90, 11, 0, 67, 35, 7, 16, 19, 8, 43, 1, 19, 19, 14, 0, 22, 35, 77, 83, 34, 50, 82, 5, 10, 98, 36, 96, 86]"
138,1,"[44, 74, 33, 91, 53, 15, 71, 63, 16, 19, 80, 17, 8, 100, 11, 96, 32, 89, 31, 44, 37, 83, 34, 23, 58, 0, 58, 22, 87, 44, 76, 41, 14, 57, 72, 47]"
139,2,"[93, 81, 21, 15, 81, 67, 99, 44, 35, 9, 40, 78, 37, 85, 83, 100, 61, 58, 21, 92, 86, 69, 19, 6, 70, 58, 48, 9, 1, 21, 59, 80, 79, 2, 36, 14]"
140,86,"[23, 11, 98, 73, 87, 38, 9, 16, 85, 31, 97, 74, 98, 46, 84, 80, 61, 14, 44, 77, 42, 91, 36, 8, 53, 41, 97, 77, 17, 61, 52, 48, 55, 29, 41, 32]"
141,67,"[15, 97, 14, 56, 10, 5, 9, 12, 2, 58, 9, 41, 35, 2, 59, 70, 87, 77, 5, 43, 63, 13, 92, 65, 79, 35, 100, 88, 14, 73, 51, 38, 5, 98, 21, 99]"
142,5,"[39, 15, 23, 40, 0, 67, 39, 14, 8, 76, 9, 48, 67, 96, 44, 59, 62, 8, 22, 72, 46, 38, 100, 80, 29, 69, 7, 68, 31, 43, 73, 70, 83, 99, 81, 42]"
143,88,"[28, 55, 66, 61, 33, 100, 25, 19, 86, 100, 68, 96, 92, 50, 57, 77, 94, 64, 13, 62, 61, 80, 64, 2, 87, 40, 50, 28, 35, 10, 11, 51, 76, 24, 82, 100]"
144,14,"[95, 53, 50, 22, 1, 33, 97, 59, 1, 8, 93, 33, 43, 26, 100, 6, 6, 0, 68, 62, 3, 23, 72, 68, 15, 72, 85, 86, 11, 35, 99, 21, 11, 12, 72, 15]"
145,90,"[11, 56, 41, 91, 62, 13, 55, 0, 29, 81, 91, 87, 99, 85, 13, 56, 20, 5, 35, 48, 35, 49, 74, 54, 1, 100, 48, 40, 43, 37, 85, 49, 62, 0, 61, 63]"
146,81,"[76, 84, 34, 17, 49, 93, 64, 84, 15, 5, 94, 29, 4, 58, 28, 56, 54, 17, 13, 81, 9, 46, 93, 31, 97, 51, 47, 24, 81, 80, 51, 94, 13, 54, 63, 18]"
147,29,"[50, 48, 77, 43, 41, 66, 24, 25, 57, 83, 90, 26, 47, 13, 79, 74, 8, 12, 29, 45, 67, 25, 54, 94, 38, 97, 63, 74, 40, 28, 38, 83, 42, 75, 72, 63]"
148,91,"[53, 45, 88, 44, 75, 28, 11, 91, 25, 4, 29, 33, 53, 90, 71, 97, 98, 55, 61, 87, 30, 8, 28, 38, 89, 72, 34, 97, 73, 56, 62, 82, 31, 73, 38, 87]"
149,46,"[67, 7, 90, 75, 96, 27, 65, 53, 29, 0, 47, 15, 44, 48, 36, 38, 16, 75, 62, 49, 84, 87, 83, 1, 5, 3, 69, 55, 42, 37, 15, 17, 55, 11, 98, 66]"
150,21,"[89, 34, 80, 41, 76, 78, 85, 84, 82, 59, 29, 17, 3, 12, 59, 0, 97, 32, 36, 35, 40, 7, 29, 29, 16, 20, 22, 33, 51, 91, 7, 22, 56, 70, 42, 96]"
151,93,"[55, 83, 95, 91, 0, 2, 31, 70, 82, 36, 4, 48, 62, 61, 64, 9, 87, 64, 51, 51, 67, 59, 31, 52, 85, 52, 76, 17, 32, 31, 59, 27, 86, 90, 25, 66]"
152,95,"[20, 100, 64, 40, 7, 5, 94, 50, 65, 25, 5, 96, 100, 42, 42, 41, 62, 20, 9, 72, 98, 16, 24, 16, 91, 38, 76, 4, 4, 91, 71, 22, 86, 35, 33, 54]"
153,26,"[13, 33, 59, 90, 36, 46, 53, 90, 16, 29, 100, 78, 39, 23, 60, 77, 83, 75, 58, 84, 93, 2, 49, 42, 17, 71, 33, 64, 58, 1, 98, 95, 77, 87, 81, 53]"
154,74,"[16, 93, 31, 12, 46, 64, 44, 87, 96, 71, 65, 89, 44, 4, 5, 93, 0, 21, 18, 3, 76, 72, 30, 8, 19, 79, 73, 31, 40, 91, 87, 59, 50, 15, 96, 55]"
155,67,"[66, 77, 9, 26, 38, 38, 96, 29, 51, 22, 70, 57, 89, 73, 99, 15, 55, 12, 24, 17, 45, 76, 1, 38, 1, 57, 37, 79, 47, 46, 55, 81, 24, 61, 85, 91]"
156,29,"[90, 82, 18, 16, 26, 9, 1, 93, 47, 86, 18, 2, 60, 25, 24, 3, 18, 72, 76, 72, 47, 60, 68, 49, 49, 0, 35, 62, 79, 83, 49, 51, 13, 27, 16, 10]"
157,22,"[76, 2, 90, 60, 27, 70, 82, 17, 61, 99, 32, 36, 29, 4, 51, 100, 64, 2, 17, 16, 86, 25, 46, 59, 32, 51, 52, 35, 4, 10, 24, 69, 79, 87, 19, 33]"
158,63,"[20, 61, 46, 33, 79, 16, 71, 64, 94, 7, 70, 53, 11, 60, 52, 7, 70, 34, 76, 40, 61, 78, 1, 83, 7, 13, 61, 46, 55, 30, 7, 39, 87, 81, 51, 63]"
159,49,"[73, 85, 9, 95, 42, 48, 19, 40, 91, 64, 26, 51, 40, 77, 92, 35, 48, 55, 94, 55, 50, 48, 54, 77, 2, 1, 37, 79, 2, 11, 68, 37, 87, 57, 100, 70]"
160,32,"[24, 41, 27, 20, 32, 16, 54, 47, 25, 57, 35, 81, 75, 95, 89, 69, 4, 27, 59, 75, 83, 89, 33, 18, 51, 46, 62, 33, 61, 56, 1, 8, 12, 37, 53, 23]"
161,70,"[3, 8, 58, 6, 24, 52, 8, 94, 37, 61, 6, 8, 73, 45, 9, 7, 8, 86, 38, 62, 35, 99, 69, 55, 88, 87, 6, 5, 100, 6, 65, 57, 84, 35, 3, 93]"
162,44,"[85, 37, 2, 66, 82, 99, 74, 30, 4, 54, 100, 58, 1, 10, 64, 25, 74, 92, 47, 77, 26, 14, 65, 34, 58, 13, 52, 85, 52, 25, 43, 41, 25, 92, 92, 98]"
163,100,"[36, 27, 74, 43, 94, 30, 68, 47, 66, 86, 28, 80, 32, 19, 13, 72, 59, 6, 79, 44, 13, 75, 9, 14, 64, 17, 52, 90, 92, 58, 58, 90, 98, 74, 81, 49]"
164,75,"[57, 33, 91, 54, 72, 75, 76, 89, 70, 68, 3, 97, 95, 1, 86, 51, 79, 71, 62, 57, 56, 67, 27, 87, 36, 83, 75, 19, 55, 54, 51, 83, 20, 26, 40, 72]"
165,32,"[81, 82, 39, 17, 84, 80, 13, 28, 36, 52, 4, 92, 71, 8, 23, 85, 45, 24, 61, 48, 23, 95, 45, 89, 44, 68, 26, 12, 93, 15, 62, 96, 79, 55, 96, 34]"
166,84,"[33, 76, 58, 12, 70, 92, 30, 40, 49, 29, 43, 50, 7, 37, 84, 14, 46, 7, 88, 11, 34, 68, 37, 52, 19, 48, 11, 69, 68, 49, 78, 79, 47, 41, 47, 87]"
167,52,"[0, 68, 48, 86, 67, 14, 87, 71, 16, 44, 58, 45, 75, 73, 91, 31, 82, 66, 59, 41, 31, 55, 22, 17, 33, 59, 42, 61, 64, 43, 44, 3, 38, 63, 47, 51]"
168,0,"[86, 46, 81, 70, 77, 2, 39, 15, 34, 53, 12, 53, 44, 82, 45, 38, 54, 64, 41, 57, 39, 34, 60, 19, 55, 85, 96, 94, 77, 78, 10, 20, 27, 58, 6, 46]"
169,83,"[61, 32, 21, 77, 14, 47, 82, 21, 36, 65, 70, 92, 62, 39, 22, 30, 1, 53, 54, 100, 17, 44, 50, 5, 13, 35, 63, 77, 1, 58, 91, 98, 100, 96, 39, 13]"
170,49,"[0, 31, 55, 24, 67, 44, 72, 83, 47, 76, 4, 62, 98, 75, 4, 34, 49, 61, 80, 35, 55, 47, 52, 75, 9, 39, 67, 58, 84, 4, 33, 41, 94, 15, 42, 84]"
171,73,"[25, 60, 67, 85, 45, 9, 69, 68, 54, 79, 13, 38, 79, 90, 10, 38, 13, 88, 45, 32, 13, 79, 80, 67, 63, 7, 74, 100, 43, 29, 52, 6, 20, 33, 5, 51]"
172,59,"[95, 3, 69, 63, 55, 36, 4, 90, 38, 84, 96, 11, 1, 65, 56, 20, 31, 34, 25, 75, 93, 21, 69, 81, 39, 91, 71, 57, 26, 84, 36, 0, 55, 54, 70, 21]"
173,34,"[79, 98, 44, 22, 42, 30, 80, 25, 22, 53, 54, 6, 16, 25, 94, 92, 69, 83, 73, 58, 69, 79, 85, 49, 20, 48, 56, 17, 19, 34, 87, 85, 77, 18, 33, 95]"
174,90,"[21, 3, 26, 27, 68, 60, 32, 89, 10, 80, 70, 45, 28, 60, 39, 9, 56, 40, 64, 23, 65, 91, 16, 35, 32, 72, 57, 50, 99, 13, 82, 89, 15, 71, 41, 35]"
175,33,"[15, 54, 81, 41, 33, 88, 79, 10, 60, 93, 16, 42, 55, 57, 59, 65, 41, 77, 6, 40, 0, 1, 85, 83, 66, 32, 41, 49, 94, 29, 76, 85, 99, 96, 53, 53]"
176,12,"[68, 93, 51, 85, 96, 57, 12, 14, 3, 72, 79, 83, 31, 14, 75, 9, 62, 28, 18, 52, 90, 15, 23, 55, 75, 81, 17, 37, 6, 8, 89, 1, 17, 67, 50, 1]"
177,27,"[65, 78, 45, 32, 36, 98, 87, 9, 11, 86, 97, 29, 94, 45, 58, 70, 39, 43, 53, 13, 15, 80, 95, 13, 85, 23, 5, 35, 29, 28, 53, 84, 46, 98, 64, 80]"
178,28,"[71, 33, 70, 68, 21, 22, 0, 4, 42, 66, 24, 15, 20, 83, 0, 11, 82, 93, 61, 41, 29, 47, 39, 63, 31, 38, 40, 61, 35, 61, 40, 73, 62, 5, 12, 34]"
179,62,"[48, 50, 94, 78, 96, 84, 8, 24, 95, 63, 34, 19, 40, 3, 44, 93, 60, 95, 45, 75, 39, 50, 20, 40, 35, 61, 84, 69, 46, 74, 63, 97, 1, 50, 11, 11]"
180,37,"[94, 68, 50, 13, 61, 80, 13, 82, 36, 69, 53, 56, 47, 27, 50, 49, 33, 4, 31, 61, 1, 15, 11, 72, 78, 23, 95, 88, 94, 31, 93, 58, 10, 13, 22, 61]"
181,91,"[10, 46, 4, 100, 26, 36, 0, 14, 37, 1, 65, 48, 25, 33, 87, 100, 25, 3, 16, 44, 60, 62, 0, 1, 77, 43, 4, 52, 58, 49, 76, 47, 82, 67, 27, 42]"
182,100,"[98, 48, 38, 92, 75, 25, 26, 100, 76, 27, 91, 90, 73, 20, 80, 94, 26, 43, 100, 24, 48, 65, 56, 65, 92, 34, 96, 84, 74, 75, 39, 0, 83, 17, 79, 37]"
183,23,"[88, 13, 47, 15, 73, 34, 12, 35, 36, 67, 54, 54, 91, 75, 77, 10, 19, 86, 85, 88, 87, 52, 15, 55, 35, 43, 46, 76, 70, 70, 82, 0, 69, 39, 94, 9]"
184,84,"[35, 30, 77, 31, 86, 79, 49, 9, 42, 42, 96, 14, 47, 93, 61, 7, 58, 59, 28, 47, 22, 3, 64, 52, 62, 26, 59, 90, 84, 46, 44, 32, 45, 28, 82, 52]"
185,82,"[19, 27, 31, 68, 69, 98, 29, 65, 98, 37, 30, 71, 36, 27, 44, 61, 57, 81, 91, 90, 13, 83, 56, 37, 9, 10, 34, 26, 31, 3, 68, 100, 26, 71, 33, 28]"
186,91,"[63, 63, 14, 28, 10, 99, 42, 22, 52, 48, 45, 99, 78, 64, 16, 52, 99, 23, 57, 4, 74, 15, 75, 88, 13, 70, 74, 38, 34, 28, 39, 25, 13, 54, 61, 53]"
187,39,"[60, 75, 87, 100, 43, 77, 78, 27, 27, 77, 57, 87, 42, 2, 74, 32, 47, 86, 87, 73, 36, 65, 85, 24, 93, 78, 49, 27, 78, 80, 2, 58, 17, 24, 6, 43]"
188,90,"[8, 5, 63, 52, 79, 31, 26, 16, 61, 32, 15, 79, 95, 52, 66, 97, 46, 7, 14, 57, 50, 5, 44, 0, 21, 63, 8, 36, 49, 84, 9, 99, 14, 81, 65, 84]"
189,98,"[47, 16, 1, 2, 38, 71, 16, 98, 46, 57, 65, 70, 33, 26, 12, 52, 63, 88, 1, 87, 98, 98, 59, 95, 63, 49, 31, 85, 93, 40, 16, 50, 95, 92, 51, 8]"
190,96,"[7, 46, 52, 20, 60, 71, 77, 89, 74, 38, 39, 14, 22, 66, 65, 67, 86, 22, 37, 57, 62, 51, 65, 44, 82, 28, 49, 12, 36, 64, 81, 69, 83, 9, 57, 67]"
191,92,"[89, 8, 62, 45, 6, 1, 70, 68, 57, 57, 25, 5, 47, 66, 45, 65, 60, 1, 65, 14, 42, 68, 11, 82, 96, 35, 10, 81, 65, 77, 24, 22, 42, 46, 14, 53]"
192,59,"[92, 8, 82, 70, 32, 68, 15, 72, 51, 12, 74, 96, 11, 53, 31, 93, 41, 90, 14, 36, 77, 9, 64, 35, 31, 30, 44, 47, 13, 43, 27, 99, 89, 97, 100, 28]"
193,85,"[2, 96, 10, 97, 39, 18, 5, 23, 32, 92, 98, 4, 65, 72, 5, 11, 92, 40, 53, 19, 97, 49, 4, 68, 44, 60, 3, 69, 35, 33, 31, 2, 3, 69, 17, 49]"
194,69,"[20, 20, 34, 1, 69, 67, 22, 46, 11, 87, 7, 30, 3, 43, 55, 44, 47, 94, 46, 98, 24, 56, 14, 40, 0, 25, 93, 97, 93, 54, 69, 65, 62, 88, 29, 71]"
195,96,"[14, 50, 40, 92, 62, 61, 60, 59, 14, 18, 13, 14, 56, 21, 10, 85, 74, 46, 30, 76, 65, 77, 54, 52, 26, 1, 79, 4, 67, 51, 93, 3, 58, 72, 62, 1]"
196,67,"[42, 75, 55, 63, 57, 52, 74, 61, 64, 84, 71, 41, 51, 44, 61, 25, 25, 62, 96, 56, 31, 48, 36, 36, 75, 36, 62, 50, 91, 34, 79, 99, 29, 64, 31, 82]"
197,35,"[17, 16, 54, 39, 28, 67, 23, 19, 2, 81, 27, 92, 79, 20, 39, 49, 53, 100, 6, 56, 20, 5, 8, 38, 28, 57, 17, 92, 26, 40, 2, 93, 51, 99, 75, 0]"
198,73,"[72, 43, 0, 45, 86, 52, 29, 44, 74, 76, 14, 80, 71, 18, 82, 38, 99, 60, 26, 45, 53, 91, 10, 1, 10, 34, 63, 81, 74, 96, 59, 41, 57, 50, 22, 71]"
199,70,"[64, 50, 2, 46, 97, 89, 25, 93, 81, 13, 49, 39, 82, 44, 18, 70, 42, 1, 1, 64, 70, 44, 79, 53, 95, 38, 67, 3, 82, 37, 74, 45, 27, 78, 76, 97]"
200,90,"[1, 14, 64, 38, 92, 93, 32, 76, 29, 99, 39, 11, 99, 57, 98, 27, 30, 75, 94, 60, 22, 65, 95, 41, 17, 56, 60, 16, 56, 48, 55, 100, 13, 85, 23, 49]"
201,68,"[69, 18, 90, 74, 75, 64, 20, 81, 88, 57, 23, 68, 42, 54, 25, 6, 45, 29, 72, 26, 92, 15, 98, 21, 75, 56, 15, 40, 50, 78, 87, 4, 60, 53, 68, 53]"
202,42,"[11, 32, 73, 63, 83, 51, 8, 93, 43, 7, 49, 61, 98, 21, 30, 25, 21, 14, 31, 7, 61, 9, 31, 75, 44, 82, 92, 37, 45, 83, 65, 21, 81, 82, 10, 71]"
203,97,"[5, 29, 81, 66, 35, 89, 32, 13, 25, 69, 64, 53, 31, 10, 60, 47, 35, 95, 63, 20, 68, 83, 67, 89, 49, 88, 77, 18, 10, 22, 48, 56, 46, 89, 20, 93]"
204,22,"[38, 79, 66, 98, 12, 87, 86, 84, 3, 6, 76, 81, 61, 19, 15, 86, 31, 38, 73, 22, 92, 51, 20, 18, 77, 62, 6, 82, 55, 83, 72, 7, 71, 36, 85, 31]"
205,66,"[49, 93, 60, 48, 35, 100, 56, 17, 39, 52, 30, 31, 64, 14, 59, 49, 24, 55, 100, 53, 88, 12, 97, 62, 63, 96, 85, 37, 17, 44, 87, 78, 58, 51, 95, 70]"
206,72,"[82, 81, 79, 94, 47, 96, 98, 75, 10, 29, 97, 9, 13, 55, 36, 36, 12, 37, 46, 99, 21, 23, 58, 14, 68, 40, 4, 37, 97, 72, 74, 20, 85, 64, 75, 79]"
207,62,"[90, 71, 3, 40, 98, 67, 95, 7, 72, 0, 82, 85, 75, 32, 70, 46, 66, 66, 91, 100, 45, 86, 93, 48, 75, 63, 7, 71, 79, 28, 83, 66, 16, 60, 10, 69]"
208,52,"[23, 32, 31, 1, 90, 4, 2, 64, 74, 74, 27, 86, 28, 51, 0, 72, 78, 2, 100, 45, 36, 48, 68, 11, 46, 45, 52, 97, 69, 98, 10, 76, 13, 36, 58, 2]"
209,19,"[23, 90, 88, 57, 7, 76, 19, 94, 7, 23, 68, 11, 39, 62, 50, 90, 15, 58, 46, 58, 11, 70, 8, 68, 38, 100, 91, 75, 78, 9, 53, 70, 24, 46, 62, 94]"
210,25,"[12, 17, 88, 36, 17, 19, 82, 79, 58, 40, 65, 94, 69, 55, 88, 35, 37, 38, 64, 74, 68, 40, 85, 43, 45, 61, 32, 53, 12, 42, 41, 52, 41, 71, 67, 10]"
211,70,"[91, 97, 6, 21, 80, 44, 41, 3, 49, 44, 35, 23, 13, 90, 12, 14, 24, 3, 70, 20, 25, 33, 56, 99, 40, 58, 8, 38, 2, 33, 5, 42, 22, 93, 88, 81]"
212,97,"[37, 11, 83, 73, 37, 95, 74, 73, 99, 74, 74, 68, 3, 74, 79, 19, 29, 41, 75, 94, 9, 68, 40, 27, 85, 38, 30, 70, 96, 42, 80, 71, 11, 90, 33, 71]"
213,73,"[29, 9, 85, 1, 51, 87, 37, 8, 56, 60, 65, 100, 44, 69, 41, 9, 38, 84, 3, 3, 4, 12, 90, 74, 83, 18, 52, 29, 80, 40, 70, 29, 39, 1, 65, 41]"
214,68,"[64, 64, 28, 57, 34, 86, 85, 3, 5, 5, 8, 72, 35, 79, 24, 88, 76, 20, 40, 6, 31, 70, 33, 98, 46, 95, 68, 15, 26, 43, 77, 27, 18, 4, 96, 16]"
215,79,"[77, 94, 47, 22, 20, 88, 53, 22, 82, 73, 17, 73, 14, 50, 35, 61, 41, 50, 4, 38, 63, 34, 32, 22, 70, 87, 16, 82, 98, 33, 32, 15, 58, 9, 84, 56]"
216,44,"[22, 59, 46, 98, 57, 93, 17, 17, 73, 100, 59, 97, 16, 3, 15, 87, 71, 44, 51, 63, 18, 6, 72, 79, 53, 24, 1, 82, 73, 79, 0, 71, 2, 55, 52, 86]"
217,98,"[0, 92, 39, 47, 58, 11, 96, 56, 6, 85, 87, 59, 21, 33, 48, 91, 69, 86, 2, 32, 31, 58, 37, 22, 64, 73, 41, 100, 32, 43, 50, 43, 84, 72, 73, 45]"
218,31,"[42, 12, 5, 76, 21, 26, 50, 100, 38, 12, 77, 72, 8, 9, 20, 38, 52, 18, 87, 49, 1, 77, 44, 21, 67, 67, 11, 60, 49, 96, 30, 53, 79, 60, 80, 50]"
219,96,"[25, 76, 97, 15, 98, 100, 56, 21, 2, 70, 38, 55, 76, 26, 72, 69, 21, 28, 86, 18, 74, 90, 100, 12, 50, 14, 7, 97, 52, 2, 98, 48, 93, 2, 49, 95]"
220,99,"[96, 67, 38, 10, 6, 33, 17, 62, 98, 88, 25, 85, 86, 1, 64, 45, 92, 97, 53, 41, 30, 75, 100, 24, 32, 39, 38, 70, 41, 100, 25, 20, 21, 69, 19, 100]"
221,60,"[57, 84, 52, 12, 9, 95, 65, 76, 27, 9, 1, 24, 52, 72, 75, 83, 11, 50, 72, 16, 61, 5, 53, 30, 89, 46, 77, 31, 96, 77, 97, 83, 14, 63, 74, 5]"
222,100,"[84, 26, 71, 35, 68, 79, 29, 85, 57, 95, 11, 82, 19, 19, 94, 15, 16, 79, 38, 41, 93, 89, 28, 85, 10, 9, 17, 43, 3, 25, 16, 53, 98, 74, 37, 31]"
223,92,"[50, 90, 75, 58, 92, 26, 43, 41, 6, 74, 69, 91, 46, 21, 63, 3, 15, 92, 45, 82, 52, 83, 60, 27, 45, 46, 100, 47, 46, 98, 43, 16, 60, 16, 21, 26]"
224,44,"[55, 42, 47, 91, 34, 7, 75, 56, 35, 72, 64, 32, 62, 42, 10, 58, 28, 48, 52, 68, 52, 82, 84, 83, 35, 72, 10, 97, 23, 13, 19, 45, 56, 80, 85, 21]"
225,14,"[55, 20, 99, 73, 80, 2, 62, 74, 31, 72, 30, 29, 80, 59, 51, 93, 34, 75, 14, 50, 31, 25, 69, 4, 42, 83, 4, 80, 75, 46, 70, 56, 75, 76, 77, 90]"
226,77,"[37, 61, 32, 40, 29, 66, 46, 93, 23, 28, 75, 32, 79, 66, 99, 75, 12, 55, 56, 13, 35, 55, 8, 8, 54, 87, 92, 90, 35, 45, 36, 55, 39, 48, 60, 78]"
227,92,"[69, 14, 42, 42, 34, 0, 23, 96, 84, 46, 94, 79, 18, 24, 2, 23, 82, 77, 66, 15, 43, 7, 95, 73, 60, 100, 18, 52, 84, 55, 70, 86, 4, 89, 59, 22]"
228,23,"[100, 63, 39, 5, 91, 37, 33, 49, 58, 17, 29, 75, 28, 17, 63, 81, 28, 41, 34, 17, 81, 62, 78, 17, 28, 61, 86, 4, 39, 4, 28, 40, 74, 8, 91, 46]"
229,40,"[98, 40, 8, 20, 34, 95, 23, 30, 87, 79, 59, 79, 91, 14, 16, 67, 75, 2, 49, 93, 89, 73, 35, 37, 6, 27, 24, 79, 39, 41, 81, 57, 97, 84, 35, 54]"
230,15,"[47, 68, 60, 0, 17, 3, 14, 88, 83, 13, 52, 28, 75, 9, 48, 4, 52, 48, 9, 20, 55, 48, 56, 56, 81, 4, 33, 93, 85, 52, 56, 89, 50, 91, 0, 46]"
231,73,"[50, 16, 12, 68, 36, 75, 94, 11, 17, 95, 95, 65, 94, 82, 69, 45, 27, 52, 73, 69, 60, 44, 37, 4, 32, 21, 46, 7, 15, 87, 6, 14, 92, 45, 55, 64]"
232,48,"[33, 13, 54, 71, 59, 95, 40, 88, 68, 20, 8, 75, 50, 96, 40, 25, 62, 22, 90, 96, 80, 41, 40, 42, 79, 68, 75, 36, 17, 2, 65, 39, 72, 50, 37, 13]"
233,90,"[45, 33, 99, 0, 93, 2, 10, 96, 34, 41, 7, 95, 87, 50, 73, 92, 17, 16, 63, 13, 32, 60, 24, 88, 17, 14, 5, 83, 62, 14, 2, 72, 65, 78, 67, 48]"
234,61,"[13, 23, 19, 4, 79, 30, 8, 70, 34, 1, 93, 44, 61, 25, 18, 72, 2, 23, 18, 67, 49, 99, 89, 62, 72, 60, 97, 91, 28, 49, 24, 64, 9, 72, 15, 80]"
235,2,"[26, 36, 48, 89, 35, 40, 67, 39, 29, 41, 62, 67, 2, 25, 55, 91, 54, 49, 82, 81, 35, 55, 13, 81, 15, 87, 87, 2, 60, 12, 47, 35, 37, 49, 80, 67]"
236,77,"[3, 20, 76, 36, 100, 36, 94, 10, 20, 100, 38, 93, 20, 37, 7, 4, 56, 96, 47, 42, 51, 68, 53, 95, 65, 22, 99, 17, 92, 78, 77, 32, 1, 12, 91, 63]"
237,3,"[94, 15, 79, 6, 37, 39, 90, 66, 86, 99, 60, 0, 4, 2, 0, 41, 29, 11, 59, 96, 19, 43, 36, 47, 70, 19, 59, 71, 74, 39, 76, 51, 34, 14, 88, 22]"
238,48,"[58, 69, 49, 63, 96, 78, 37, 67, 83, 29, 59, 34, 15, 62, 22, 26, 81, 66, 69, 82, 93, 88, 9, 84, 68, 57, 88, 53, 74, 84, 23, 80, 25, 75, 43, 22]"
239,59,"[98, 5, 26, 28, 30, 94, 58, 98, 50, 33, 31, 78, 7, 70, 91, 0, 99, 28, 54, 60, 60, 73, 15, 48, 89, 15, 14, 42, 98, 50, 69, 78, 50, 40, 30, 76]"
240,71,"[88, 6, 85, 35, 18, 1, 21, 17, 87, 71, 0, 16, 56, 13, 18, 70, 57, 92, 3, 36, 21, 35, 62, 68, 93, 96, 51, 80, 43, 89, 81, 64, 3, 68, 100, 93]"
241,36,"[44, 70, 78, 80, 73, 23, 32, 61, 16, 77, 98, 52, 44, 88, 6, 25, 51, 70, 7, 57, 30, 10, 75, 76, 41, 100, 62, 89, 84, 53, 12, 43, 29, 67, 73, 18]"
